unix_time,value
1447986433.0,nan
1448332033.0,nan
1448677633.0,nan
1449023233.0,nan
1449368833.0,nan
1449714433.0,nan
1450060033.0,nan
1450405633.0,nan
1450751233.0,nan
1451096833.0,nan
1451442433.0,nan
1451788033.0,nan
1452133633.0,nan
1452479233.0,nan
1452824833.0,nan
1453170433.0,nan
1453516033.0,nan
1453861633.0,nan
1454207233.0,nan
1454552833.0,nan
1454898433.0,nan
1455244033.0,nan
1455589633.0,nan
1455935233.0,nan
1456280833.0,nan
1456626433.0,nan
1456972033.0,nan
1457317633.0,nan
1457663233.0,nan
1458008833.0,nan
1458354433.0,nan
1458700033.0,nan
1459045633.0,nan
1459391233.0,nan
1459736833.0,nan
1460082433.0,nan
1460428033.0,nan
1460773633.0,nan
1461119233.0,nan
1461464833.0,nan
1461810433.0,nan
1462156033.0,nan
1462501633.0,nan
1462847233.0,nan
1463192833.0,nan
1463538433.0,nan
1463884033.0,nan
1464229633.0,nan
1464575233.0,nan
1464920833.0,nan
1465266433.0,nan
1465612033.0,nan
1465957633.0,nan
1466303233.0,nan
1466648833.0,nan
1466994433.0,nan
1467340033.0,nan
1467685633.0,nan
1468031233.0,nan
1468376833.0,nan
1468722433.0,nan
1469068033.0,nan
1469413633.0,nan
1469759233.0,nan
1470104833.0,nan
1470450433.0,nan
1470796033.0,nan
1471141633.0,nan
1471487233.0,nan
1471832833.0,nan
1472178433.0,nan
1472524033.0,nan
1472869633.0,nan
1473215233.0,nan
1473560833.0,nan
1473906433.0,nan
1474252033.0,nan
1474597633.0,nan
1474943233.0,nan
1475288833.0,nan
1475634433.0,nan
1475980033.0,nan
1476325633.0,nan
1476671233.0,nan
1477016833.0,nan
1477362433.0,nan
1477708033.0,nan
1478053633.0,nan
1478399233.0,nan
1478744833.0,nan
1479090433.0,nan
1479436033.0,nan
1479781633.0,nan
1480127233.0,nan
1480472833.0,nan
1480818433.0,nan
1481164033.0,nan
1481509633.0,nan
1481855233.0,nan
1482200833.0,nan
1482546433.0,nan
1482892033.0,nan
1483237633.0,nan
1483583233.0,nan
1483928833.0,nan
1484274433.0,nan
1484620033.0,nan
1484965633.0,nan
1485311233.0,nan
1485656833.0,nan
1486002433.0,nan
1486348033.0,nan
1486693633.0,nan
1487039233.0,nan
1487384833.0,nan
1487730433.0,nan
1488076033.0,nan
1488421633.0,nan
1488767233.0,nan
1489112833.0,nan
1489458433.0,nan
1489804033.0,nan
1490149633.0,nan
1490495233.0,nan
1490840833.0,nan
1491186433.0,nan
1491532033.0,nan
1491877633.0,nan
1492223233.0,nan
1492568833.0,nan
1492914433.0,nan
1493260033.0,nan
1493605633.0,nan
1493951233.0,nan
1494296833.0,nan
1494642433.0,nan
1494988033.0,nan
1495333633.0,nan
1495679233.0,nan
1496024833.0,nan
1496370433.0,nan
1496716033.0,nan
1497061633.0,nan
1497407233.0,nan
1497752833.0,nan
1498098433.0,nan
1498444033.0,nan
1498789633.0,nan
1499135233.0,nan
1499480833.0,nan
1499826433.0,nan
1500172033.0,nan
1500517633.0,nan
1500863233.0,nan
1501208833.0,nan
1501554433.0,nan
1501900033.0,nan
1502245633.0,nan
1502591233.0,nan
1502936833.0,nan
1503282433.0,nan
1503628033.0,nan
1503973633.0,nan
1504319233.0,nan
1504664833.0,nan
1505010433.0,nan
1505356033.0,nan
1505701633.0,nan
1506047233.0,nan
1506392833.0,nan
1506738433.0,nan
1507084033.0,nan
1507429633.0,nan
1507775233.0,nan
1508120833.0,nan
1508466433.0,nan
1508812033.0,nan
1509157633.0,nan
1509503233.0,nan
1509848833.0,nan
1510194433.0,nan
1510540033.0,nan
1510885633.0,nan
1511231233.0,nan
1511576833.0,nan
1511922433.0,nan
1512268033.0,nan
1512613633.0,nan
1512959233.0,nan
1513304833.0,nan
1513650433.0,nan
1513996033.0,nan
1514341633.0,nan
1514687233.0,nan
1515032833.0,nan
1515378433.0,nan
1515724033.0,nan
1516069633.0,nan
1516415233.0,nan
1516760833.0,11.13860616341531
1517106433.0,20.699841552782736
1517452033.0,21.005945531262
1517797633.0,19.641779345483098
1518143233.0,15.597148475909547
1518488833.0,12.503555555555565
1518834433.0,9.516821146584272
1519180033.0,7.586201824065896
1519525633.0,9.04088142913232
1519871233.0,11.591826538769002
1520216833.0,14.343177995448693
1520562433.0,16.032415630550624
1520908033.0,13.500051203277001
1521253633.0,11.52067983102465
1521599233.0,14.583822378716729
1521944833.0,12.094322075379354
1522290433.0,17.643097643097654
1522636033.0,16.26229912254756
1522981633.0,19.215892053972972
1523327233.0,16.854447801275604
1523672833.0,13.51956956956958
1524018433.0,12.856067316209035
1524364033.0,17.007331238693705
1524709633.0,12.963158409068724
1525055233.0,11.766403046280011
1525400833.0,16.12752302567117
1525746433.0,14.388790473378597
1526092033.0,10.889957264957266
1526437633.0,14.30852043753597
1526783233.0,13.103750954094428
1527128833.0,13.528292635088743
1527474433.0,15.731567056890531
1527820033.0,19.089049919484683
1528165633.0,15.972608024691404
1528511233.0,18.287374614197546
1528856833.0,17.334395211893046
1529202433.0,16.169937744011833
1529548033.0,nan
1529893633.0,17.342046783625737
1530239233.0,17.5798611111111
1530584833.0,19.88506248183668
1530930433.0,27.29915648632923
1531276033.0,19.922646604938258
